Date,Title,Artist,Peak_Position,Last_Position,Weeks_on_Chart,Rank_in_Chart,New_on_Chart
2017-08-23,Bank Account,21 Savage,12,18,5,12,False
2017-08-23,Redbone,Childish Gambino,12,12,36,13,False
2017-08-23,Congratulations,Post Malone Featuring Quavo,8,11,33,14,False
2017-08-23,Strip That Down,Liam Payne Featuring Quavo,15,16,12,15,False
2017-08-23,Humble.,Kendrick Lamar,1,13,19,16,False
2017-08-23,Slow Hands,Niall Horan,15,15,15,17,False
2017-08-23,XO TOUR Llif3,Lil Uzi Vert,7,20,20,18,False
2017-08-23,Something Just Like This,The Chainsmokers & Coldplay,3,17,25,19,False
2017-08-23,Stay,Zedd & Alessia Cara,7,19,24,20,False
2017-08-23,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",21,21,8,21,False
2017-08-23,Rake It Up,Yo Gotti Featuring Nicki Minaj,22,26,6,22,False
2017-08-23,Mi Gente,J Balvin & Willy William Featuring Beyonce,23,28,6,23,False
2017-08-23,Praying,Kesha,24,32,5,24,False
2017-08-23,Mask Off,Future,5,23,25,25,False
2017-08-23,Now Or Never,Halsey,17,22,18,26,False
2017-08-23,Say You Won't Let Go,James Arthur,11,25,42,27,False
2017-08-23,Sorry Not Sorry,Demi Lovato,23,30,5,28,False
2017-08-23,Location,Khalid,16,27,31,29,False
2017-08-23,Feel It Still,Portugal. The Man,30,34,8,30,False
2017-08-23,It Ain't Me,Kygo x Selena Gomez,10,24,26,31,False
2017-08-23,Loyalty.,Kendrick Lamar Featuring Rihanna,14,31,17,32,False
2017-08-23,Castle On The Hill,Ed Sheeran,6,29,31,33,False
2017-08-23,Magnolia,Playboi Carti,29,35,15,34,False
2017-08-23,Love Galore,SZA Featuring Travis Scott,35,37,9,35,False
2017-08-23,Everyday We Lit,YFN Lucci Featuring PnB Rock,33,36,18,36,False
2017-08-23,Slippery,Migos Featuring Gucci Mane,29,33,20,37,False
2017-08-23,Small Town Boy,Dustin Lynch,38,42,10,38,False
2017-08-23,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,38,40,19,39,False
2017-08-23,What Ifs,Kane Brown Featuring Lauren Alaina,40,48,9,40,False
2017-08-23,In Case You Didn't Know,Brett Young,19,43,27,41,False
2017-08-23,No Promises,Cheat Codes Featuring Demi Lovato,42,51,13,42,False
2017-08-23,Versace On The Floor,Bruno Mars,43,46,9,43,False
2017-08-23,Issues,Julia Michaels,11,39,29,44,False
2017-08-23,2U,David Guetta Featuring Justin Bieber,16,44,9,45,False
2017-08-23,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",46,53,9,46,False
2017-08-23,Fetish,Selena Gomez Featuring Gucci Mane,27,41,5,47,False
2017-08-23,Drinkin' Problem,Midland,48,50,14,48,False
2017-08-23,Young Dumb & Broke,Khalid,49,64,4,49,False
2017-08-23,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,47,52,15,50,False
2017-08-23,No Such Thing As A Broken Heart,Old Dominion,51,59,11,51,False
2017-08-23,Do I Make You Wanna,Billy Currington,47,47,9,52,False
2017-08-23,Thunder,Imagine Dragons,53,54,15,53,False
2017-08-23,Heartache On The Dance Floor,Jon Pardi,54,63,6,54,False
2017-08-23,Butterfly Effect,Travis Scott,55,61,11,55,False
2017-08-23,Flatliner,Cole Swindell,56,56,16,56,False
2017-08-23,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,51,62,5,57,False
2017-08-23,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,58,66,7,58,False
2017-08-23,DNA.,Kendrick Lamar,4,60,17,59,False
2017-08-23,Most Girls,Hailee Steinfeld,58,65,12,60,False
2017-08-23,Felices Los 4,Maluma,48,58,13,61,False
2017-08-23,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,40,74,3,62,False
2017-08-23,Craving You,Thomas Rhett Featuring Maren Morris,39,45,19,63,False
2017-08-23,Somebody Else Will,Justin Moore,64,69,10,64,False
2017-08-23,Reminder,The Weeknd,31,73,14,65,False
2017-08-23,My Girl,Dylan Scott,39,57,16,66,False
2017-08-23,Do Re Mi,blackbear,67,75,9,67,False
2017-08-23,Escapate Conmigo,Wisin Featuring Ozuna,68,71,9,68,False
2017-08-23,You Look Good,Lady Antebellum,59,70,18,69,False
2017-08-23,The Race,Tay-K,70,0,0,70,True
2017-08-23,Glorious,Macklemore Featuring Skylar Grey,71,76,5,71,False
2017-08-23,Love.,Kendrick Lamar Featuring Zacari,18,72,17,72,False
2017-08-23,Malibu,Miley Cyrus,10,55,14,73,False
2017-08-23,Bad Liar,Selena Gomez,20,67,13,74,False
2017-08-23,The Weekend,SZA,75,89,2,75,False
2017-08-23,Patty Cake,Kodak Black,76,0,0,76,True
2017-08-23,Honest,The Chainsmokers,77,88,2,77,False
2017-08-23,First Day Out,Tee Grizzley,48,79,19,78,False
2017-08-23,Privacy,Chris Brown,62,78,15,79,False
2017-08-23,When It Rains It Pours,Luke Combs,80,85,2,80,False
2017-08-23,OMG,Camila Cabello Featuring Quavo,81,0,0,81,True
2017-08-23,What About Us,P!nk,82,0,0,82,True
2017-08-23,New Rules,Dua Lipa,83,90,2,83,False
2017-08-23,Perplexing Pegasus,Rae Sremmurd,84,0,0,84,True
2017-08-23,What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",61,84,3,85,False
2017-08-23,Unforgettable,Thomas Rhett,68,68,2,86,False
2017-08-23,You Da Baddest,Future Featuring Nicki Minaj,38,38,2,87,False
2017-08-23,Wish I Knew You,The Revivalists,88,93,2,88,False
2017-08-23,They Don't Know,Jason Aldean,87,87,2,89,False
2017-08-23,Down,Fifth Harmony Featuring Gucci Mane,42,80,9,90,False
2017-08-23,It Ain't My Fault,Brothers Osborne,86,86,8,91,False
2017-08-23,All The Pretty Girls,Kenny Chesney,92,98,2,92,False
2017-08-23,4 AM,2 Chainz Featuring Travis Scott,55,83,10,93,False
2017-08-23,B.E.D.,Jacquees,94,0,0,94,True
2017-08-23,Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",95,0,0,95,True
2017-08-23,It's Goin' Down,Descendants 2 Cast,77,77,3,96,False
2017-08-23,For Her,Chris Lane,97,99,2,97,False
2017-08-23,Every Little Thing,Carly Pearce,94,94,2,98,False
2017-08-23,Havana,Camila Cabello Featuring Young Thug,99,0,0,99,True
2017-08-30,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,31,1,False
2017-08-30,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,9,2,False
2017-08-30,Bodak Yellow (Money Moves),Cardi B,3,8,7,3,False
2017-08-30,Unforgettable,French Montana Featuring Swae Lee,3,3,19,4,False
2017-08-30,Believer,Imagine Dragons,4,4,28,5,False
2017-08-30,Attention,Charlie Puth,5,5,17,6,False
2017-08-30,There's Nothing Holdin' Me Back,Shawn Mendes,6,6,17,7,False
2017-08-30,That's What I Like,Bruno Mars,1,7,31,8,False
2017-08-30,Shape Of You,Ed Sheeran,1,9,32,9,False
2017-08-30,Body Like A Back Road,Sam Hunt,6,11,29,10,False
2017-08-30,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,10,16,11,False
2017-08-30,Bank Account,21 Savage,12,12,6,12,False
2017-08-30,Strip That Down,Liam Payne Featuring Quavo,13,15,13,13,False
2017-08-30,Congratulations,Post Malone Featuring Quavo,8,14,34,14,False
2017-08-30,Slow Hands,Niall Horan,15,17,16,15,False
2017-08-30,Redbone,Childish Gambino,12,13,37,16,False
2017-08-30,Humble.,Kendrick Lamar,1,16,20,17,False
2017-08-30,XO TOUR Llif3,Lil Uzi Vert,7,18,21,18,False
2017-08-30,Something Just Like This,The Chainsmokers & Coldplay,3,19,26,19,False
2017-08-30,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",20,21,9,20,False
2017-08-30,Mi Gente,J Balvin & Willy William Featuring Beyonce,21,23,7,21,False
2017-08-30,Praying,Kesha,22,24,6,22,False
2017-08-30,Stay,Zedd & Alessia Cara,7,20,25,23,False
2017-08-30,Rake It Up,Yo Gotti Featuring Nicki Minaj,22,22,7,24,False
2017-08-30,Sorry Not Sorry,Demi Lovato,23,28,6,25,False
2017-08-30,Feel It Still,Portugal. The Man,26,30,9,26,False
2017-08-30,Location,Khalid,16,29,32,27,False
2017-08-30,Mask Off,Future,5,25,26,28,False
2017-08-30,What About Us,P!nk,29,82,2,29,False
2017-08-30,Say You Won't Let Go,James Arthur,11,27,43,30,False
2017-08-30,Loyalty.,Kendrick Lamar Featuring Rihanna,14,32,18,31,False
2017-08-30,Now Or Never,Halsey,17,26,19,32,False
2017-08-30,Versace On The Floor,Bruno Mars,33,43,10,33,False
2017-08-30,It Ain't Me,Kygo x Selena Gomez,10,31,27,34,False
2017-08-30,Love Galore,SZA Featuring Travis Scott,35,35,10,35,False
2017-08-30,Magnolia,Playboi Carti,29,34,16,36,False
2017-08-30,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,37,50,16,37,False
2017-08-30,Small Town Boy,Dustin Lynch,38,38,11,38,False
2017-08-30,Castle On The Hill,Ed Sheeran,6,33,32,39,False
2017-08-30,Everyday We Lit,YFN Lucci Featuring PnB Rock,33,36,19,40,False
2017-08-30,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,38,39,20,41,False
2017-08-30,Silence,Marshmello Featuring Khalid,42,0,0,42,True
2017-08-30,No Promises,Cheat Codes Featuring Demi Lovato,42,42,14,43,False
2017-08-30,What Ifs,Kane Brown Featuring Lauren Alaina,40,40,10,44,False
2017-08-30,In Case You Didn't Know,Brett Young,19,41,28,45,False
2017-08-30,Slippery,Migos Featuring Gucci Mane,29,37,21,46,False
2017-08-30,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",46,46,10,47,False
2017-08-30,Fetish,Selena Gomez Featuring Gucci Mane,27,47,6,48,False
2017-08-30,Young Dumb & Broke,Khalid,49,49,5,49,False
2017-08-30,No Such Thing As A Broken Heart,Old Dominion,50,51,12,50,False
2017-08-30,Drinkin' Problem,Midland,48,48,15,51,False
2017-08-30,The Race,Tay-K,52,70,2,52,False
2017-08-30,Felices Los 4,Maluma,48,61,14,53,False
2017-08-30,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,54,58,8,54,False
2017-08-30,Heartache On The Dance Floor,Jon Pardi,54,54,7,55,False
2017-08-30,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,40,62,4,56,False
2017-08-30,Thunder,Imagine Dragons,53,53,16,57,False
2017-08-30,Butterfly Effect,Travis Scott,55,55,12,58,False
2017-08-30,Somebody Else Will,Justin Moore,59,64,11,59,False
2017-08-30,Craving You,Thomas Rhett Featuring Maren Morris,39,63,20,60,False
2017-08-30,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,51,57,6,61,False
2017-08-30,Do I Make You Wanna,Billy Currington,47,52,10,62,False
2017-08-30,Do Re Mi,blackbear,63,67,10,63,False
2017-08-30,2U,David Guetta Featuring Justin Bieber,16,45,10,64,False
2017-08-30,You Look Good,Lady Antebellum,59,69,19,65,False
2017-08-30,DNA.,Kendrick Lamar,4,59,18,66,False
2017-08-30,Most Girls,Hailee Steinfeld,58,60,13,67,False
2017-08-30,When It Rains It Pours,Luke Combs,68,80,3,68,False
2017-08-30,Escapate Conmigo,Wisin Featuring Ozuna,68,68,10,69,False
2017-08-30,Love.,Kendrick Lamar Featuring Zacari,18,72,18,70,False
2017-08-30,Glorious,Macklemore Featuring Skylar Grey,71,71,6,71,False
2017-08-30,My Girl,Dylan Scott,39,66,17,72,False
2017-08-30,Unforgettable,Thomas Rhett,68,86,3,73,False
2017-08-30,Flatliner,Cole Swindell,56,56,17,74,False
2017-08-30,The Weekend,SZA,75,75,3,75,False
2017-08-30,Reminder,The Weeknd,31,65,15,76,False
2017-08-30,Honest,The Chainsmokers,77,77,3,77,False
2017-08-30,Malibu,Miley Cyrus,10,73,15,78,False
2017-08-30,It Ain't My Fault,Brothers Osborne,79,91,9,79,False
2017-08-30,All The Pretty Girls,Kenny Chesney,80,92,3,80,False
2017-08-30,New Rules,Dua Lipa,81,83,3,81,False
2017-08-30,They Don't Know,Jason Aldean,82,89,3,82,False
2017-08-30,Bad Liar,Selena Gomez,20,74,14,83,False
2017-08-30,First Day Out,Tee Grizzley,48,78,20,84,False
2017-08-30,Every Little Thing,Carly Pearce,85,98,3,85,False
2017-08-30,Patty Cake,Kodak Black,76,76,2,86,False
2017-08-30,Wish I Knew You,The Revivalists,87,88,3,87,False
2017-08-30,More Girls Like You,Kip Moore,88,0,0,88,True
2017-08-30,B.E.D.,Jacquees,89,94,2,89,False
2017-08-30,4 AM,2 Chainz Featuring Travis Scott,55,93,11,90,False
2017-08-30,Privacy,Chris Brown,62,79,16,91,False
2017-08-30,Something New,Wiz Khalifa Featuring Ty Dolla $ign,92,0,0,92,True
2017-08-30,Perplexing Pegasus,Rae Sremmurd,84,84,2,93,False
2017-08-30,For Her,Chris Lane,94,97,3,94,False
2017-08-30,Untouchable,YoungBoy Never Broke Again,95,0,0,95,True
2017-08-30,It's Goin' Down,Descendants 2 Cast,77,96,4,96,False
2017-08-30,I Could Use A Love Song,Maren Morris,97,0,0,97,True
2017-08-30,Fix A Drink,Chris Janson,98,0,0,98,True
2017-08-30,El Amante,Nicky Jam,92,100,15,99,False
2017-09-06,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,32,1,False
2017-09-06,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,10,2,False
2017-09-06,Bodak Yellow (Money Moves),Cardi B,3,3,8,3,False
2017-09-06,Believer,Imagine Dragons,4,5,29,4,False
2017-09-06,Attention,Charlie Puth,5,6,18,5,False
2017-09-06,Unforgettable,French Montana Featuring Swae Lee,3,4,20,6,False
2017-09-06,There's Nothing Holdin' Me Back,Shawn Mendes,6,7,18,7,False
2017-09-06,That's What I Like,Bruno Mars,1,8,32,8,False
2017-09-06,Shape Of You,Ed Sheeran,1,9,33,9,False
2017-09-06,Rake It Up,Yo Gotti Featuring Nicki Minaj,10,24,8,10,False
2017-09-06,Strip That Down,Liam Payne Featuring Quavo,11,13,14,11,False
2017-09-06,Bank Account,21 Savage,12,12,7,12,False
2017-09-06,Body Like A Back Road,Sam Hunt,6,10,30,13,False
2017-09-06,Slow Hands,Niall Horan,14,15,17,14,False
2017-09-06,Congratulations,Post Malone Featuring Quavo,8,14,35,15,False
2017-09-06,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,11,17,16,False
2017-09-06,Redbone,Childish Gambino,12,16,38,17,False
2017-09-06,Sorry Not Sorry,Demi Lovato,18,25,7,18,False
2017-09-06,Humble.,Kendrick Lamar,1,17,21,19,False
2017-09-06,Friends,Justin Bieber + BloodPop,20,0,0,20,True
2017-09-06,Something Just Like This,The Chainsmokers & Coldplay,3,19,27,21,False
2017-09-06,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",20,20,10,22,False
2017-09-06,Feel It Still,Portugal. The Man,23,26,10,23,False
2017-09-06,Mi Gente,J Balvin & Willy William Featuring Beyonce,21,21,8,24,False
2017-09-06,XO TOUR Llif3,Lil Uzi Vert,7,18,22,25,False
2017-09-06,Location,Khalid,16,27,33,26,False
2017-09-06,Stay,Zedd & Alessia Cara,7,23,26,27,False
2017-09-06,Praying,Kesha,22,22,7,28,False
2017-09-06,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,29,37,17,29,False
2017-09-06,Mask Off,Future,5,28,27,30,False
2017-09-06,Say You Won't Let Go,James Arthur,11,30,44,31,False
2017-09-06,Loyalty.,Kendrick Lamar Featuring Rihanna,14,31,19,32,False
2017-09-06,Love Galore,SZA Featuring Travis Scott,33,35,11,33,False
2017-09-06,I Get The Bag,Gucci Mane Featuring Migos,34,0,0,34,True
2017-09-06,What About Us,P!nk,29,29,3,35,False
2017-09-06,Small Town Boy,Dustin Lynch,36,38,12,36,False
2017-09-06,It Ain't Me,Kygo x Selena Gomez,10,34,28,37,False
2017-09-06,What Ifs,Kane Brown Featuring Lauren Alaina,38,44,11,38,False
2017-09-06,No Promises,Cheat Codes Featuring Demi Lovato,39,43,15,39,False
2017-09-06,Now Or Never,Halsey,17,32,20,40,False
2017-09-06,Young Dumb & Broke,Khalid,41,49,6,41,False
2017-09-06,Versace On The Floor,Bruno Mars,33,33,11,42,False
2017-09-06,Everyday We Lit,YFN Lucci Featuring PnB Rock,33,40,20,43,False
2017-09-06,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",44,47,11,44,False
2017-09-06,Drinkin' Problem,Midland,45,51,16,45,False
2017-09-06,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,38,41,21,46,False
2017-09-06,Magnolia,Playboi Carti,29,36,17,47,False
2017-09-06,Castle On The Hill,Ed Sheeran,6,39,33,48,False
2017-09-06,The Race,Tay-K,49,52,3,49,False
2017-09-06,No Such Thing As A Broken Heart,Old Dominion,50,50,13,50,False
2017-09-06,Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,51,54,9,51,False
2017-09-06,Silence,Marshmello Featuring Khalid,42,42,2,52,False
2017-09-06,Roll In Peace,Kodak Black Featuring XXXTENTACION,53,0,0,53,True
2017-09-06,Do Re Mi,blackbear,54,63,11,54,False
2017-09-06,Fetish,Selena Gomez Featuring Gucci Mane,27,48,7,55,False
2017-09-06,Heartache On The Dance Floor,Jon Pardi,54,55,8,56,False
2017-09-06,Butterfly Effect,Travis Scott,55,58,13,57,False
2017-09-06,When It Rains It Pours,Luke Combs,58,68,4,58,False
2017-09-06,Thunder,Imagine Dragons,53,57,17,59,False
2017-09-06,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,40,56,5,60,False
2017-09-06,Felices Los 4,Maluma,48,53,15,61,False
2017-09-06,You Look Good,Lady Antebellum,59,65,20,62,False
2017-09-06,Escapate Conmigo,Wisin Featuring Ozuna,63,69,11,63,False
2017-09-06,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,51,61,7,64,False
2017-09-06,DNA.,Kendrick Lamar,4,66,19,65,False
2017-09-06,Do I Make You Wanna,Billy Currington,47,62,11,66,False
2017-09-06,Unforgettable,Thomas Rhett,67,73,4,67,False
2017-09-06,Glorious,Macklemore Featuring Skylar Grey,68,71,7,68,False
2017-09-06,Somebody Else Will,Justin Moore,59,59,12,69,False
2017-09-06,Most Girls,Hailee Steinfeld,58,67,14,70,False
2017-09-06,Love.,Kendrick Lamar Featuring Zacari,18,70,19,71,False
2017-09-06,The Weekend,SZA,72,75,4,72,False
2017-09-06,2U,David Guetta Featuring Justin Bieber,16,64,11,73,False
2017-09-06,New Rules,Dua Lipa,74,81,4,74,False
2017-09-06,B.E.D.,Jacquees,75,89,3,75,False
2017-09-06,All The Pretty Girls,Kenny Chesney,76,80,4,76,False
2017-09-06,Look What You Made Me Do,Taylor Swift,77,0,0,77,True
2017-09-06,My Girl,Dylan Scott,39,72,18,78,False
2017-09-06,Younger Now,Miley Cyrus,79,0,0,79,True
2017-09-06,Its Every Night Sis,RiceGum Featuring Alissa Violet,80,0,0,80,True
2017-09-06,Honest,The Chainsmokers,77,77,4,81,False
2017-09-06,Transportin',Kodak Black,82,0,0,82,True
2017-09-06,It Ain't My Fault,Brothers Osborne,79,79,10,83,False
2017-09-06,Every Little Thing,Carly Pearce,84,85,4,84,False
2017-09-06,Wish I Knew You,The Revivalists,85,87,4,85,False
2017-09-06,They Don't Know,Jason Aldean,82,82,4,86,False
2017-09-06,Reminder,The Weeknd,31,76,16,87,False
2017-09-06,Flatliner,Cole Swindell,56,74,18,88,False
2017-09-06,More Girls Like You,Kip Moore,88,88,2,89,False
2017-09-06,Questions,Chris Brown,90,0,0,90,True
2017-09-06,Perplexing Pegasus,Rae Sremmurd,84,93,3,91,False
2017-09-06,For Her,Chris Lane,92,94,4,92,False
2017-09-06,Patty Cake,Kodak Black,76,86,3,93,False
2017-09-06,Havana,Camila Cabello Featuring Young Thug,94,0,2,94,False
2017-09-06,4 AM,2 Chainz Featuring Travis Scott,55,90,12,95,False
2017-09-06,Untouchable,YoungBoy Never Broke Again,95,95,2,96,False
2017-09-06,Privacy,Chris Brown,62,91,17,97,False
2017-09-06,Relationship,Young Thug Featuring Future,83,0,2,98,False
2017-09-06,Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",87,0,3,99,False
2017-09-13,Look What You Made Me Do,Taylor Swift,1,77,2,1,False
2017-09-13,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,33,2,False
2017-09-13,Bodak Yellow (Money Moves),Cardi B,3,3,9,3,False
2017-09-13,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2,2,11,4,False
2017-09-13,Attention,Charlie Puth,5,5,19,5,False
2017-09-13,Believer,Imagine Dragons,4,4,30,6,False
2017-09-13,Unforgettable,French Montana Featuring Swae Lee,3,6,21,7,False
2017-09-13,There's Nothing Holdin' Me Back,Shawn Mendes,6,7,19,8,False
2017-09-13,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,9,29,18,9,False
2017-09-13,Strip That Down,Liam Payne Featuring Quavo,10,11,15,10,False
2017-09-13,Shape Of You,Ed Sheeran,1,9,34,11,False
2017-09-13,Bank Account,21 Savage,12,12,8,12,False
2017-09-13,Rake It Up,Yo Gotti Featuring Nicki Minaj,10,10,9,13,False
2017-09-13,Humble.,Kendrick Lamar,1,19,22,14,False
2017-09-13,Slow Hands,Niall Horan,14,14,18,15,False
2017-09-13,XO TOUR Llif3,Lil Uzi Vert,7,25,23,16,False
2017-09-13,That's What I Like,Bruno Mars,1,8,33,17,False
2017-09-13,Sorry Not Sorry,Demi Lovato,18,18,8,18,False
2017-09-13,Body Like A Back Road,Sam Hunt,6,13,31,19,False
2017-09-13,Feel It Still,Portugal. The Man,20,23,11,20,False
2017-09-13,Congratulations,Post Malone Featuring Quavo,8,15,36,21,False
2017-09-13,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",20,22,11,22,False
2017-09-13,Mi Gente,J Balvin & Willy William Featuring Beyonce,21,24,9,23,False
2017-09-13,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1,16,18,24,False
2017-09-13,Redbone,Childish Gambino,12,17,39,25,False
2017-09-13,Something Just Like This,The Chainsmokers & Coldplay,3,21,28,26,False
2017-09-13,Praying,Kesha,22,28,8,27,False
2017-09-13,What About Us,P!nk,28,35,4,28,False
2017-09-13,Location,Khalid,16,26,34,29,False
2017-09-13,Stay,Zedd & Alessia Cara,7,27,27,30,False
2017-09-13,Jocelyn Flores,XXXTENTACION,31,0,0,31,True
2017-09-13,Young Dumb & Broke,Khalid,32,41,7,32,False
2017-09-13,Friends,Justin Bieber + BloodPop,20,20,2,33,False
2017-09-13,Say You Won't Let Go,James Arthur,11,31,45,34,False
2017-09-13,Loyalty.,Kendrick Lamar Featuring Rihanna,14,32,20,35,False
2017-09-13,Love Galore,SZA Featuring Travis Scott,33,33,12,36,False
2017-09-13,Mask Off,Future,5,30,28,37,False
2017-09-13,Small Town Boy,Dustin Lynch,36,36,13,38,False
2017-09-13,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,39,0,0,39,True
2017-09-13,What Ifs,Kane Brown Featuring Lauren Alaina,38,38,12,40,False
2017-09-13,F**k Love,XXXTENTACION Featuring Trippie Redd,41,0,0,41,True
